Organisational Family,Organisation,Category,Service Type, Price 
"Department for Culture, Media and Sport",Arts Council of England,Social Care,Welfare to Work, £-   
"Department for Culture, Media and Sport",Arts Council of England,Social Care,World Programmes, £-   
"Department for Culture, Media and Sport",Arts Council of England,Social Care,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,Marketing & Media,Advertising," £2,021,629 "
"Department for Culture, Media and Sport",Arts Council of England,Marketing & Media,Marketing," £867,372 "
"Department for Culture, Media and Sport",Arts Council of England,Marketing & Media,Promotion," £32,507 "
"Department for Culture, Media and Sport",Arts Council of England,Marketing & Media,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,Facilities,Accommodation Services," £1,163,744 "
"Department for Culture, Media and Sport",Arts Council of England,Facilities,Building Management," £102,753 "
"Department for Culture, Media and Sport",Arts Council of England,Facilities,Catering," £184,146 "
"Department for Culture, Media and Sport",Arts Council of England,Facilities,Cleaning," £199,295 "
"Department for Culture, Media and Sport",Arts Council of England,Facilities,Food," £22,970 "
"Department for Culture, Media and Sport",Arts Council of England,Facilities,Office Furniture," £388,027 "
"Department for Culture, Media and Sport",Arts Council of England,Facilities,Security," £60,187 "
"Department for Culture, Media and Sport",Arts Council of England,Facilities,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,Clinical & Medical,Drugs & Biologicals, £-   
"Department for Culture, Media and Sport",Arts Council of England,Clinical & Medical,Medical & Surgical Consumables, £-   
"Department for Culture, Media and Sport",Arts Council of England,Clinical & Medical,Medical & Surgical Equipment, £-   
"Department for Culture, Media and Sport",Arts Council of England,Clinical & Medical,Pathology, £-   
"Department for Culture, Media and Sport",Arts Council of England,Clinical & Medical,Patients Appliances, £-   
"Department for Culture, Media and Sport",Arts Council of England,Clinical & Medical,Radiological & Diagnostic, £-   
"Department for Culture, Media and Sport",Arts Council of England,Clinical & Medical,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Office Consumables," £2,117 "
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Office Machines," £89,330 "
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Office Services, £-   
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Office Supplies," £106,942 "
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Post & Courier," £133,180 "
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Print," £134,088 "
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Records Storage," £5,295 "
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Reprographics," £1,167 "
"Department for Culture, Media and Sport",Arts Council of England,Office Solutions,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,Construction,Building Repair & Maintenance," £187,600 "
"Department for Culture, Media and Sport",Arts Council of England,Construction,Construction Service Providers, £-   
"Department for Culture, Media and Sport",Arts Council of England,Construction,Construction Supplies," £109,860 "
"Department for Culture, Media and Sport",Arts Council of England,Construction,Design & Build, £-   
"Department for Culture, Media and Sport",Arts Council of England,Construction,Main Contractors," £675,173 "
"Department for Culture, Media and Sport",Arts Council of England,Construction,Prime Contractors, £-   
"Department for Culture, Media and Sport",Arts Council of England,Construction,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,ICT,Hardware, £-   
"Department for Culture, Media and Sport",Arts Council of England,ICT,Maintenance & Support," £2,809 "
"Department for Culture, Media and Sport",Arts Council of England,ICT,Managed / Outsourced Services," £2,000 "
"Department for Culture, Media and Sport",Arts Council of England,ICT,Networking," £11,150 "
"Department for Culture, Media and Sport",Arts Council of England,ICT,Software," £236,780 "
"Department for Culture, Media and Sport",Arts Council of England,ICT,Systems Delivery," £2,069,825 "
"Department for Culture, Media and Sport",Arts Council of England,ICT,Telecoms," £1,045,776 "
"Department for Culture, Media and Sport",Arts Council of England,ICT,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,Logistics,Transport," £23,993 "
"Department for Culture, Media and Sport",Arts Council of England,Logistics,Warehousing & Storage," £77,692 "
"Department for Culture, Media and Sport",Arts Council of England,Logistics,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,Travel,Air, £-   
"Department for Culture, Media and Sport",Arts Council of England,Travel,Booking Services," £223,669 "
"Department for Culture, Media and Sport",Arts Council of England,Travel,Coach, £-   
"Department for Culture, Media and Sport",Arts Council of England,Travel,Events Organisation," £233,457 "
"Department for Culture, Media and Sport",Arts Council of England,Travel,Ferry, £-   
"Department for Culture, Media and Sport",Arts Council of England,Travel,Hotels," £212,983 "
"Department for Culture, Media and Sport",Arts Council of England,Travel,Rail," £130,983 "
"Department for Culture, Media and Sport",Arts Council of England,Travel,Taxi," £4,794 "
"Department for Culture, Media and Sport",Arts Council of England,Travel,Vehicle Hire, £-   
"Department for Culture, Media and Sport",Arts Council of England,Travel,Uncategorised, £-   
"Department for Culture, Media and Sport",Arts Council of England,Defence,Airborne Goods and Services, £-   
"Department for Culture, Media and Sport",Arts Council of England,Defence,Marine Goods and Services, £-   
"Department for Culture, Media and Sport",Arts Council of England,Defence,Military Systems, £-   
"Department for Culture, Media and Sport",Arts Council of England,Defence,Munitions, £-   
"Department for Culture, Media and Sport",Arts Council of England,Defence,Wheeled / Tracked Goods and Services, £-   
